Repository Name,Repository URL,Default Branch,Star Count,Description,Update_date
cmftStudio,https://github.com/dariomanesku/cmftStudio,master,1184,cmftStudio - GUI counterpart for:,2023-11-21T07:27:30Z
catimg,https://github.com/posva/catimg,master,1270,🦦 Insanely fast image printing in your terminal,2023-11-17T17:25:21Z
AnnotatedCode,https://github.com/chenyahui/AnnotatedCode,master,1323,知名开源代码库的注释版：C++、Golang等,2023-11-20T15:50:32Z
pure-data,https://github.com/pure-data/pure-data,master,1355,Pure Data -  a free real-time computer music system,2023-11-21T21:57:43Z
FTL,https://github.com/pi-hole/FTL,master,1237,The Pi-hole FTL engine,2023-11-21T03:45:05Z
incubator-nuttx,https://github.com/apache/incubator-nuttx,master,1945,"Apache NuttX is a mature, real-time embedded operating system (RTOS)",2023-11-22T10:04:20Z
gtk,https://github.com/GNOME/gtk,main,1289,Read-only mirror of https://gitlab.gnome.org/GNOME/gtk,2023-11-21T17:34:01Z
jessibuca,https://github.com/langhuihui/jessibuca,v3,1670,Jessibuca是一款开源的纯H5直播流播放器,2023-11-22T10:43:55Z
ngx_waf,https://github.com/ADD-SP/ngx_waf,master,1377,"Handy, High performance, ModSecurity compatible Nginx firewall module & 方便、高性能、兼容 ModSecurity 的 Nginx 防火墙模块",2023-11-20T21:35:29Z
pyuv,https://github.com/saghul/pyuv,v1.x,1111,Python interface for libuv,2023-11-19T01:18:46Z
paho.mqtt.embedded-c,https://github.com/eclipse/paho.mqtt.embedded-c,master,1246,Paho MQTT C client library for embedded systems.  Paho is an Eclipse IoT project (https://iot.eclipse.org/),2023-11-21T20:35:22Z
core,https://github.com/metacall/core,develop,1413,MetaCall: The ultimate polyglot programming experience.,2023-11-18T02:47:15Z
rdesktop,https://github.com/rdesktop/rdesktop,master,1200,🚨 rdesktop is in need of a new maintainter. Please see the home page for more details. 🚨,2023-11-22T03:01:12Z
Arduino-HomeKit-ESP8266,https://github.com/Mixiaoxiao/Arduino-HomeKit-ESP8266,master,1372,Native Apple HomeKit accessory implementation for the ESP8266 Arduino core.,2023-11-20T07:10:26Z
esp_mqtt,https://github.com/tuanpmt/esp_mqtt,master,1133, MQTT client library for ESP8266,2023-11-22T03:19:38Z
haywire,https://github.com/haywire/haywire,master,1108,Haywire is an asynchronous HTTP server framework written in C that's built using the event loop based libuv platform layer that node.js is built on top of.,2023-11-03T17:10:18Z
angband,https://github.com/angband/angband,master,1217,"A free, single-player roguelike dungeon exploration game",2023-11-21T17:14:32Z
OpenHMD,https://github.com/OpenHMD/OpenHMD,master,1169,Free and Open Source API and drivers for immersive technology.,2023-11-21T15:26:35Z
Video-Editing-Automation,https://github.com/DevonCrawford/Video-Editing-Automation,master,1153,Toolkit of algorithms to automate the video editing process,2023-11-04T13:10:04Z
yori,https://github.com/malxau/yori,master,1165,"Yori is a CMD replacement shell that supports backquotes, job control, and improves tab completion, file matching, aliases, command history, and more.",2023-11-20T11:59:40Z
openvpn-gui,https://github.com/OpenVPN/openvpn-gui,master,1281,"OpenVPN GUI is a graphical frontend for OpenVPN running on Windows 7 / 8 / 10. It creates an icon in the notification area from which you can control OpenVPN to start/stop your VPN tunnels, view the log and do other useful things.",2023-11-17T17:15:37Z
rumprun,https://github.com/rumpkernel/rumprun,master,1113,The Rumprun unikernel and toolchain for various platforms,2023-11-19T19:44:36Z
feh,https://github.com/derf/feh,master,1320,a fast and light image viewer,2023-11-19T19:23:29Z
rpi-open-firmware,https://github.com/christinaa/rpi-open-firmware,master,1099,Open source VPU side bootloader for Raspberry Pi.,2023-11-11T19:17:40Z
linux,https://github.com/teslamotors/linux,tegra-4.4,1207,Linux sources,2023-11-16T12:58:15Z
drgn,https://github.com/osandov/drgn,main,1531,Programmable debugger,2023-11-22T04:58:18Z
HummusJS,https://github.com/galkahana/HummusJS,master,1123,"Node.js module for high performance creation, modification and parsing of PDF files and streams",2023-11-21T11:42:29Z
Adafruit_Python_DHT,https://github.com/adafruit/Adafruit_Python_DHT,master,1096,Python library to read the DHT series of humidity and temperature sensors on a Raspberry Pi or Beaglebone Black.,2023-11-21T21:29:56Z
toxic,https://github.com/JFreegman/toxic,master,1128,A Tox-based instant messaging and video chat client,2023-11-22T03:14:16Z
gbdk-2020,https://github.com/gbdk-2020/gbdk-2020,develop,1438,"An updated version of GBDK, C compiler, assembler, linker and set of libraries for the Nintendo Gameboy, Nintendo Entertainment System, Sega Master System, Sega Game Gear.",2023-11-20T23:35:46Z
lily,https://github.com/FascinatedBox/lily,main,1077,Interpreted language focused on expressiveness and type safety.,2023-11-21T15:46:59Z
CRoaring,https://github.com/RoaringBitmap/CRoaring,master,1346,"Roaring bitmaps in C (and C++), with SIMD (AVX2, AVX-512 and NEON) optimizations: used by Apache Doris, ClickHouse, and StarRocks",2023-11-19T03:52:53Z
traildb,https://github.com/traildb/traildb,master,1081,TrailDB is an efficient tool for storing and querying series of events,2023-11-18T23:09:14Z
linux-xlnx,https://github.com/Xilinx/linux-xlnx,master,1225,The official Linux kernel from Xilinx,2023-11-21T06:39:04Z
openrc,https://github.com/OpenRC/openrc,master,1292,The OpenRC init system,2023-11-22T00:01:49Z
libxlsxwriter,https://github.com/jmcnamara/libxlsxwriter,main,1268,A C library for creating Excel XLSX files.,2023-11-20T11:20:24Z
AndroidFFmpeg,https://github.com/appunite/AndroidFFmpeg,master,1067,[DEPRECATED] FFmpeg build for android random architectures with example jni,2023-11-09T15:29:52Z
libcs50,https://github.com/cs50/libcs50,main,1470,This is CS50's Library for C.,2023-11-22T09:05:44Z
esp32-camera,https://github.com/espressif/esp32-camera,master,1485,,2023-11-22T00:52:24Z
CSAPP,https://github.com/vonzhou/CSAPP,master,1213,"CSAPP,《深入理解计算机系统结构》2nd ，阅读与实践！",2023-11-20T12:24:10Z
node-on-android,https://github.com/node-on-mobile/node-on-android,master,1079,Make Node.JS apps for Android,2023-10-18T09:14:10Z
unikraft,https://github.com/unikraft/unikraft,staging,1673,Unikraft is an automated system for building specialized OSes known as unikernels. Unikraft can be configured to be POSIX-compliant. (Core repository),2023-11-21T13:16:53Z
android-eye,https://github.com/Teaonly/android-eye,master,1074,Change your android phone to surveillance camera,2023-10-30T14:53:42Z
rtl8192eu-linux-driver,https://github.com/Mange/rtl8192eu-linux-driver,realtek-4.4.x,1252,Drivers for the rtl8192eu chipset for wireless adapters (D-Link DWA-131 rev E1 included!),2023-11-21T22:20:50Z
esp-adf,https://github.com/espressif/esp-adf,master,1317,Espressif Audio Development Framework,2023-11-21T16:04:26Z
sdl-gpu,https://github.com/grimfang4/sdl-gpu,master,1136,"A library for high-performance, modern 2D graphics with SDL written in C.",2023-11-21T15:39:06Z
libs,https://github.com/mattiasgustavsson/libs,main,1386,Single-file public domain libraries for C/C++,2023-11-22T05:57:04Z
pg_shard,https://github.com/citusdata/pg_shard,develop,1062,"ATTENTION: pg_shard is superseded by Citus, its more powerful replacement",2023-10-20T02:31:20Z
distorm,https://github.com/gdabah/distorm,master,1164,Powerful Disassembler Library For x86/AMD64,2023-11-21T21:03:40Z
android-app,https://github.com/ProtonVPN/android-app,master,1645,Official ProtonVPN Android app,2023-11-21T12:24:56Z
baresip,https://github.com/baresip/baresip,main,1527,Baresip is a modular SIP User-Agent with audio and video support,2023-11-20T12:22:50Z
AtomVM,https://github.com/atomvm/AtomVM,master,1299,Tiny Erlang VM,2023-11-22T05:33:48Z
ustreamer,https://github.com/pikvm/ustreamer,master,1409,µStreamer - Lightweight and fast MJPEG-HTTP streamer,2023-11-21T12:36:12Z
mon,https://github.com/tj/mon,master,1068,mon(1) - Simple single-process process monitoring program written in C,2023-11-08T14:04:33Z
MyFlash,https://github.com/Meituan-Dianping/MyFlash,master,1094,flashback mysql data to any point,2023-11-20T08:52:00Z
envchain,https://github.com/sorah/envchain,master,1131,Environment variables meet macOS Keychain and gnome-keyring <3,2023-11-17T08:03:37Z
echo-nginx-module,https://github.com/openresty/echo-nginx-module,master,1126,"An Nginx module for bringing the power of ""echo"", ""sleep"", ""time"" and more to Nginx's config file",2023-11-22T06:42:54Z
whatsapp-viewer,https://github.com/andreas-mausch/whatsapp-viewer,master,1175,Small tool to display chats from the Android msgstore.db database (crypt12),2023-11-20T16:47:26Z
tio,https://github.com/tio/tio,master,1519,A simple serial device I/O tool,2023-11-20T18:19:46Z
libnx,https://github.com/switchbrew/libnx,master,1167,Library for Switch Homebrew,2023-11-22T08:14:15Z
Avem,https://github.com/avem-labs/Avem,develop,1540,🚁 轻量级无人机飞控-[Drone]-[STM32]-[PID]-[BLDC],2023-11-22T08:49:40Z
libvirt,https://github.com/libvirt/libvirt,master,1243,Read-only mirror. Please submit merge requests / issues to https://gitlab.com/libvirt/libvirt,2023-11-18T23:10:24Z
rhodes,https://github.com/rhomobile/rhodes,master,1045,"The Rhodes framework is a platform for building locally executing, device-optimized mobile applications for all major smartphone devices.",2023-10-20T00:47:29Z
libsndfile,https://github.com/libsndfile/libsndfile,master,1256,A C library for reading and writing sound files containing sampled audio data.,2023-11-21T10:36:33Z
mupen64plus-core,https://github.com/mupen64plus/mupen64plus-core,master,1151,Core module of the Mupen64Plus project,2023-11-20T18:16:56Z
portal64,https://github.com/lambertjamesd/portal64,master,2691,A demake of Portal for the Nintendo 64,2023-11-22T10:42:46Z
cgltf,https://github.com/jkuhlmann/cgltf,master,1268,:diamond_shape_with_a_dot_inside: Single-file glTF 2.0 loader and writer written in C99,2023-11-20T17:45:01Z
nvme-cli,https://github.com/linux-nvme/nvme-cli,master,1287,NVMe management command line interface.,2023-11-21T16:44:16Z
tup,https://github.com/gittup/tup,master,1101,Tup is a file-based build system.,2023-11-16T13:19:07Z
hashcat-utils,https://github.com/hashcat/hashcat-utils,master,1242,Small utilities that are useful in advanced password cracking,2023-11-21T20:20:33Z
seqtk,https://github.com/lh3/seqtk,master,1247,Toolkit for processing sequences in FASTA/Q formats,2023-11-20T15:02:12Z
cmdline,https://github.com/tanakh/cmdline,master,1233,A Command Line Parser,2023-11-22T02:00:07Z
liboqs,https://github.com/open-quantum-safe/liboqs,main,1435,C library for prototyping and experimenting with quantum-resistant cryptography,2023-11-18T10:56:02Z
v-usb,https://github.com/obdev/v-usb,master,1133,A Firmware-Only USB implementation for Atmel's AVR Microcontrollers,2023-11-20T14:23:03Z
McLighting,https://github.com/toblum/McLighting,master,1046,The ESP8266 based multi-client lighting gadget,2023-11-22T09:32:43Z
libmdbx,https://github.com/erthink/libmdbx,master,1110,"One of the fastest embeddable key-value ACID database without WAL. libmdbx surpasses the legendary LMDB in terms of reliability, features and performance.",2023-11-21T12:29:41Z
Dumpert,https://github.com/outflanknl/Dumpert,master,1335,LSASS memory dumper using direct system calls and API unhooking.,2023-11-20T14:45:58Z
stronglink,https://github.com/btrask/stronglink,master,1038,"A searchable, syncable, content-addressable notetaking system",2023-10-16T09:26:29Z
FALCONN,https://github.com/FALCONN-LIB/FALCONN,master,1113,FAst Lookups of Cosine and Other Nearest Neighbors (based on fast locality-sensitive hashing),2023-11-17T12:57:20Z
42_CheatSheet,https://github.com/agavrel/42_CheatSheet,master,1422,"A comprehensive guide to 50 years of evolution of strict C programming, a tribute to Dennis Ritchie's language",2023-11-21T12:27:17Z
rsync,https://github.com/WayneD/rsync,master,1747,An open source utility that provides fast incremental file transfer. It also has useful features for backup and restore operations among many other use cases.,2023-11-22T06:52:42Z
BIGTREETECH-TouchScreenFirmware,https://github.com/bigtreetech/BIGTREETECH-TouchScreenFirmware,master,1218,"support TFT35 V1.0/V1.1/V1.2/V2.0/V3.0, TFT28, TFT24 V1.1, TFT43, TFT50, TFT70",2023-11-21T23:07:24Z
Hacking-Windows,https://github.com/mytechnotalent/Hacking-Windows,main,1213,A FREE Windows C development course where we will learn the Win32API and reverse engineer each step utilizing IDA Free in both an x86 and x64 environment.,2023-11-20T14:46:41Z
netsniff-ng,https://github.com/netsniff-ng/netsniff-ng,master,1136,A Swiss army knife for your daily Linux network plumbing.,2023-11-22T05:47:51Z
dpdk-ans,https://github.com/ansyun/dpdk-ans,master,1120,"ANS(Accelerated Network Stack) on DPDK, DPDK native TCP/IP stack.",2023-11-22T07:25:41Z
Q2RTX,https://github.com/NVIDIA/Q2RTX,master,1177,NVIDIA’s implementation of RTX ray-tracing in Quake II,2023-11-20T21:16:39Z
c,https://github.com/AllAlgorithms/c,master,1311,Implementation of All ▲lgorithms in C Programming Language,2023-11-21T09:59:11Z
jsos,https://github.com/haileys/jsos,master,1038,An operating system written in JavaScript,2023-11-11T03:50:37Z
vnstat,https://github.com/vergoh/vnstat,master,1237,vnStat - a network traffic monitor for Linux and BSD,2023-11-15T18:30:28Z
yaconf,https://github.com/laruence/yaconf,master,1043,A PHP Persistent Configurations Container,2023-10-23T01:26:16Z
PLCameraStreamingKit,https://github.com/pili-engineering/PLCameraStreamingKit,master,1035,PLCameraStreamingKit 是 Pili 直播 SDK 的 iOS 推流端，是带有采集模块老版本 SDK。如果是新用户接入，建议使用 PLMediaStreamingKit。该版本支持 RTMP 推流，h.264 和 AAC 编码，硬编软编支持。具有丰富的数据和状态回调，方便用户根据自己的业务定制化开发。具有直播场景下的重要功能，如：美颜、背景音乐、水印等功能。,2023-10-20T00:35:46Z
snoopy,https://github.com/a2o/snoopy,master,1141,Snoopy Command Logger is a small library that logs all program executions on your Linux/BSD system.,2023-11-17T02:07:02Z
rlite,https://github.com/seppo0010/rlite,master,1051,"self-contained, serverless, zero-configuration, transactional redis-compatible database engine. rlite is to Redis what SQLite is to SQL.",2023-11-22T03:00:17Z
digimend-kernel-drivers,https://github.com/DIGImend/digimend-kernel-drivers,master,1108,DIGImend graphics tablet drivers for the Linux kernel,2023-11-21T19:32:19Z
SketchyBar,https://github.com/FelixKratz/SketchyBar,master,3381,A highly customizable macOS status bar replacement,2023-11-22T07:50:39Z
lib,https://github.com/vurtun/lib,master,1177,single header libraries for C/C++,2023-11-21T16:44:56Z
PurC,https://github.com/HVML/PurC,master,1058,The prime HVML interpreter for C Language.,2023-11-20T08:42:05Z
perftools.rb,https://github.com/tmm1/perftools.rb,master,1027,gperftools for ruby code,2023-10-05T04:02:45Z
ixy,https://github.com/emmericp/ixy,master,1092,A simple yet fast user space network driver for Intel 10 Gbit/s NICs written from scratch,2023-11-12T15:12:38Z
PipeCNN,https://github.com/doonny/PipeCNN,master,1152,An OpenCL-based FPGA Accelerator for Convolutional Neural Networks,2023-11-22T06:03:21Z
android-unpacker,https://github.com/strazzere/android-unpacker,master,1073,Android Unpacker presented at Defcon 22: Android Hacker Protection Level 0,2023-11-22T00:04:13Z
libzmq,https://github.com/zeromq/libzmq,master,8939,"ZeroMQ core engine in C++, implements ZMTP/3.1",2023-11-22T00:17:46Z
SCShell,https://github.com/Mr-Un1k0d3r/SCShell,master,1265,Fileless lateral movement tool that relies on ChangeServiceConfigA to run command,2023-11-21T09:28:13Z
figlet,https://github.com/cmatsuoka/figlet,master,1208,Claudio's FIGlet tree,2023-11-21T15:45:47Z
flutter-pi,https://github.com/ardera/flutter-pi,master,1349,A light-weight Flutter Engine Embedder for Raspberry Pi that runs without X.,2023-11-20T07:56:51Z
rgbds,https://github.com/gbdev/rgbds,master,1170,Rednex Game Boy Development System - An assembly toolchain for the Nintendo Game Boy and Game Boy Color,2023-11-22T00:45:58Z
smaz,https://github.com/antirez/smaz,master,1108,Small strings compression library,2023-11-12T17:11:35Z
csound,https://github.com/csound/csound,master,1142,Main repository for Csound,2023-11-20T15:00:29Z
ESP32-PicoDK,https://github.com/peng-zhihui/ESP32-PicoDK,main,1131,,2023-11-18T11:35:36Z
librg,https://github.com/zpl-c/librg,master,1156,🚀  Making multi-player gamedev simpler since 2017,2023-11-17T11:14:36Z
Reading-and-comprehense-linux-Kernel-network-protocol-stack,https://github.com/y123456yz/Reading-and-comprehense-linux-Kernel-network-protocol-stack,master,1123,linux内核网络协议栈源码阅读分析注释--带详尽中文分析注释以及相关流程分析调用注释，对理解分析内核协议栈源码很有帮助,2023-11-17T06:51:53Z
stubby,https://github.com/getdnsapi/stubby,develop,1128,Stubby is the name given to a mode of using getdns which enables it to act as a local DNS Privacy stub resolver (using DNS-over-TLS).,2023-11-18T16:55:51Z
guacamole-server,https://github.com/glyptodon/guacamole-server,master,1020,The Guacamole project is now Apache Guacamole (http://guacamole.apache.org/). This repository has been repurposed as the base for the Apache Guacamole packages built for Glyptodon Enterprise.,2023-10-23T11:14:38Z
Ravencoin,https://github.com/RavenProject/Ravencoin,master,1047,Ravencoin Core integration/staging tree,2023-11-22T09:32:58Z
duti,https://github.com/moretension/duti,master,1280,A command-line tool to select default applications for document types and URL schemes on Mac OS X,2023-11-22T07:51:28Z
planck,https://github.com/planck-repl/planck,master,1027,Stand-alone ClojureScript REPL,2023-11-08T05:26:18Z
android-keyboard-gadget,https://github.com/pelya/android-keyboard-gadget,master,1153,"Convert your Android device into USB keyboard/mouse, control your PC from your Android device remotely, including BIOS/bootloader.",2023-11-21T04:28:28Z
kissfft,https://github.com/mborgerding/kissfft,master,1265,"a Fast Fourier Transform (FFT) library that tries to Keep it Simple, Stupid",2023-11-21T06:21:27Z
darknet-ocr,https://github.com/chineseocr/darknet-ocr,master,1082,darknet text detect and darknet cnn ocr,2023-11-14T05:45:56Z
nanodump,https://github.com/helpsystems/nanodump,main,1504,The swiss army knife of LSASS dumping,2023-11-22T07:28:29Z
inspektor-gadget,https://github.com/inspektor-gadget/inspektor-gadget,main,1652,"The eBPF tool and systems inspection framework for Kubernetes, containers and Linux hosts.",2023-11-22T10:22:14Z
Mojoc,https://github.com/scottcgi/Mojoc,master,1122,"A cross-platform, open-source, pure C  game engine for mobile game.",2023-11-21T09:58:07Z
ThatProject,https://github.com/0015/ThatProject,master,1528,*That Project's project repository,2023-11-22T03:08:03Z
sigma-file-manager,https://github.com/aleksey-hoffman/sigma-file-manager,main,2872,"""Sigma File Manager"" is a free, open-source, quickly evolving, modern file manager (explorer / finder) app for Windows and Linux.",2023-11-22T07:34:51Z
libssh2,https://github.com/libssh2/libssh2,master,1202,the SSH library,2023-11-12T03:00:32Z
h-encore,https://github.com/TheOfficialFloW/h-encore,master,1047,Fully chained kernel exploit for the PS Vita on firmwares 3.65-3.68,2023-11-19T15:00:33Z
orx,https://github.com/orx/orx,master,1237,ORX: Portable Game Engine,2023-11-21T02:45:27Z
opensips,https://github.com/OpenSIPS/opensips,master,1142,"OpenSIPS is a GPL implementation of a multi-functionality SIP Server that targets to deliver a high-level technical solution (performance, security and quality) to be used in professional SIP server platforms.",2023-11-22T07:34:26Z
torrent-net,https://github.com/lmatteis/torrent-net,master,1014,Distributed search engines using BitTorrent and SQLite,2023-10-29T22:30:35Z
moddable,https://github.com/Moddable-OpenSource/moddable,public,1212,Tools for developers to create truly open IoT products using standard JavaScript on low cost microcontrollers.,2023-11-21T13:29:34Z
antispy,https://github.com/mohuihui/antispy,master,1063,"AntiSpy is a free but powerful anti virus and rootkits toolkit.It offers you the ability with the highest privileges that can detect,analyze and restore various kernel modifications and hooks.With its assistance,you can easily spot and neutralize malwares hidden from normal detectors.",2023-11-20T01:05:18Z
trex-core,https://github.com/cisco-system-traffic-generator/trex-core,master,1157,trex-core site,2023-11-19T00:03:53Z
Openwrt-NetKeeper,https://github.com/miao1007/Openwrt-NetKeeper,master,1030,[C/C++] Run Netkeeper on OpenWrt Device,2023-11-21T11:57:15Z
VmwareHardenedLoader,https://github.com/hzqst/VmwareHardenedLoader,master,1394,Vmware Hardened VM detection mitigation loader (anti anti-vm),2023-11-22T02:15:58Z
zip,https://github.com/kuba--/zip,master,1250,"A portable, simple zip library written in C",2023-11-21T15:56:46Z
afl-training,https://github.com/mykter/afl-training,main,1142,Exercises to learn how to fuzz with American Fuzzy Lop,2023-11-17T19:37:28Z
wal2json,https://github.com/eulerto/wal2json,master,1168,JSON output plugin for changeset extraction,2023-11-19T09:01:29Z
gc,https://github.com/mkirchner/gc,master,1102,"Simple, zero-dependency garbage collection for C",2023-11-22T07:45:09Z
jdh-8,https://github.com/jdah/jdh-8,master,1229,An 8-bit minicomputer with a fully custom architecture,2023-11-21T10:37:02Z
Lua-RTOS-ESP32,https://github.com/whitecatboard/Lua-RTOS-ESP32,master,1108,Lua RTOS for ESP32,2023-11-16T15:33:30Z
ring,https://github.com/ring-lang/ring,master,1164,Simple and flexible programming language for applications development,2023-11-20T09:05:54Z
bucklespring,https://github.com/zevv/bucklespring,master,1192,Nostalgia bucklespring keyboard sound,2023-11-19T17:37:07Z
pamspy,https://github.com/citronneur/pamspy,main,1096,Credentials Dumper for Linux using eBPF,2023-11-17T10:52:42Z
securitylab,https://github.com/github/securitylab,main,1270,Resources related to GitHub Security Lab,2023-11-20T14:57:15Z
ffmpeg-avplayer-for-ios-tvos,https://github.com/imoreapps/ffmpeg-avplayer-for-ios-tvos,master,1023,A tiny but powerful iOS and Apple TV OS av player framework that's based on the FFmpeg library.,2023-10-22T10:00:52Z
AndroLua,https://github.com/mkottman/AndroLua,master,1028,Lua and LuaJava ported to Android,2023-11-12T02:49:43Z
jep,https://github.com/ninia/jep,master,1183,Embed Python in Java,2023-11-22T07:37:57Z
ML-KWS-for-MCU,https://github.com/ARM-software/ML-KWS-for-MCU,master,1077,Keyword spotting on Arm Cortex-M Microcontrollers,2023-11-15T08:05:52Z
trevorc2,https://github.com/trustedsec/trevorc2,master,1144,TrevorC2 is a legitimate website (browsable) that tunnels client/server communications for covert command execution.,2023-11-20T14:45:40Z
selinux,https://github.com/SELinuxProject/selinux,main,1192,This is the upstream repository for the Security Enhanced Linux (SELinux) userland libraries and tools. The software provided by this project complements the SELinux features integrated into the Linux kernel and is used by Linux distributions. All bugs and patches should be submitted to selinux@vger.kernel.org,2023-11-21T04:36:40Z
resynthesizer,https://github.com/bootchk/resynthesizer,master,1277,Suite of gimp plugins for texture synthesis,2023-11-21T21:04:10Z
vita2hos,https://github.com/xerpi/vita2hos,master,1076,[WIP] PlayStation Vita to Horizon OS (Nintendo Switch OS) translation layer,2023-11-20T03:00:38Z
bypass_disablefunc_via_LD_PRELOAD,https://github.com/yangyangwithgnu/bypass_disablefunc_via_LD_PRELOAD,master,1102,bypass disable_functions via LD_PRELOA  (no need /usr/sbin/sendmail),2023-11-21T13:12:09Z
glava,https://github.com/jarcode-foss/glava,master,1095,GLava - OpenGL audio spectrum visualizer,2023-11-20T20:24:12Z
sshfs,https://github.com/osxfuse/sshfs,master,1083,File system based on the SSH File Transfer Protocol,2023-11-20T17:15:27Z
libsrtp,https://github.com/cisco/libsrtp,main,1122,Library for SRTP (Secure Realtime Transport Protocol) ,2023-11-20T02:21:25Z
u-boot_mod,https://github.com/pepe2k/u-boot_mod,master,1036,U-Boot 1.1.4 modification for routers,2023-11-20T09:00:10Z
openocd,https://github.com/openocd-org/openocd,master,1318,Official OpenOCD Read-Only Mirror (no pull requests),2023-11-22T08:35:42Z
emgo,https://github.com/ziutek/emgo,master,1036,Emgo: Bare metal Go (language for programming embedded systems),2023-11-10T08:13:09Z
learn-c-the-hard-way-lectures,https://github.com/zedshaw/learn-c-the-hard-way-lectures,master,1108,"All of the code from Learn C The Hard Way, each project, plus the presentation slides used in the videos.",2023-11-12T18:56:17Z
ngx_cache_purge,https://github.com/FRiCKLE/ngx_cache_purge,master,1046,"nginx module which adds ability to purge content from FastCGI, proxy, SCGI and uWSGI caches.",2023-11-17T13:56:30Z
iohook,https://github.com/wilix-team/iohook,master,1097,Node.js global keyboard and mouse listener.,2023-11-18T10:15:08Z
TempestSDR,https://github.com/martinmarinov/TempestSDR,master,1173,Remote video eavesdropping using a software-defined radio platform,2023-11-22T05:26:41Z
CVE-2022-0847-DirtyPipe-Exploit,https://github.com/Arinerron/CVE-2022-0847-DirtyPipe-Exploit,main,1055,A root exploit for CVE-2022-0847 (Dirty Pipe),2023-11-20T07:04:55Z
M5Stack,https://github.com/m5stack/M5Stack,master,1089,M5Stack Arduino Library,2023-11-21T20:38:07Z
bumblebee,https://github.com/solo-io/bumblebee,main,1167,Get eBPF programs running from the cloud to the kernel in 1 line of bash,2023-11-22T05:31:30Z
carp,https://github.com/tekknolagi/carp,master,978,"""interesting"" VM in C. Let's see how this goes.",2023-11-15T13:47:50Z
0day,https://github.com/helloexp/0day,master,1775,"各种CMS、各种平台、各种系统、各种软件漏洞的EXP、POC ,该项目将持续更新",2023-11-22T09:58:08Z
sparkey,https://github.com/spotify/sparkey,master,1019,"Simple constant key/value storage library, for read-heavy systems with infrequent large bulk inserts.",2023-11-22T01:34:36Z
immutables,https://github.com/MagicStack/immutables,master,1078,A high-performance immutable mapping type for Python.,2023-11-19T15:09:09Z
density,https://github.com/k0dai/density,master,993,Superfast compression library,2023-11-04T23:08:31Z
FastCoding,https://github.com/nicklockwood/FastCoding,master,977,"A faster and more flexible binary file format replacement for NSCoding, Property Lists and JSON",2023-11-14T13:33:43Z
flashfloppy,https://github.com/keirf/flashfloppy,master,1175,Floppy drive emulator for Gotek hardware,2023-11-22T06:53:35Z
pttbbs,https://github.com/ptt/pttbbs,master,1049,PTT BBS source code,2023-11-13T14:53:32Z
postgresql-hll,https://github.com/citusdata/postgresql-hll,master,1062,PostgreSQL extension adding HyperLogLog data structures as a native data type ,2023-11-20T03:42:25Z
tiny-regex-c,https://github.com/kokke/tiny-regex-c,master,1129,Small portable regex in C,2023-11-20T11:40:10Z
uzbl,https://github.com/uzbl/uzbl,master,996,A web browser that adheres to the unix philosophy.,2023-11-13T22:56:00Z
hidapi,https://github.com/libusb/hidapi,master,1334,A Simple cross-platform library for communicating with HID devices,2023-11-21T18:28:14Z
Backstab,https://github.com/Yaxser/Backstab,master,1249,A tool to kill antimalware protected processes,2023-11-22T10:03:37Z
flac,https://github.com/xiph/flac,master,1369,Free Lossless Audio Codec,2023-11-22T01:16:18Z
OverTheWire-website,https://github.com/OverTheWireOrg/OverTheWire-website,gh-pages,1013,OverTheWire website,2023-11-19T16:34:19Z
USTC-CS-Courses-Resource,https://github.com/ustcwpz/USTC-CS-Courses-Resource,master,1093,USTC计算机学院课程资源,2023-11-15T13:20:03Z
PS4-SDK,https://github.com/CTurt/PS4-SDK,master,1003,Open source PS4 SDK,2023-11-21T02:10:53Z
open5gs,https://github.com/open5gs/open5gs,main,1430,"Open5GS is a C-language Open Source implementation for 5G Core and EPC, i.e. the core network of LTE/NR network (Release-17)",2023-11-20T09:00:43Z
ravi,https://github.com/dibyendumajumdar/ravi,master,1045,"Ravi is a dialect of Lua, featuring limited optional static typing, JIT and AOT compilers",2023-11-22T06:46:13Z
nut,https://github.com/networkupstools/nut,master,1225,"The Network UPS Tools repository. UPS management protocol Informational RFC 9271 published by IETF at https://www.rfc-editor.org/info/rfc9271 Please star NUT on GitHub, this helps with sponsorships!",2023-11-22T07:52:20Z
php-memcached,https://github.com/php-memcached-dev/php-memcached,master,983,memcached extension based on libmemcached library,2023-11-17T10:36:33Z
ctl,https://github.com/glouw/ctl,master,1040,The C Template Library,2023-11-19T14:41:12Z
gsocket,https://github.com/hackerschoice/gsocket,master,1248,Connect like there is no firewall. Securely.,2023-11-21T04:04:23Z
austin,https://github.com/P403n1x87/austin,master,1293,Python frame stack sampler for CPython,2023-11-22T02:26:25Z
swupdate,https://github.com/sbabic/swupdate,master,1207,Software Update for Embedded Systems,2023-11-20T04:45:17Z
jSerialComm,https://github.com/Fazecast/jSerialComm,master,1166,Platform-independent serial port access for Java,2023-11-17T06:23:08Z
picotcp,https://github.com/tass-belgium/picotcp,master,1097,PicoTCP is a free TCP/IP stack implementation,2023-11-18T08:31:58Z
ngx_mruby,https://github.com/matsumotory/ngx_mruby,master,984,ngx_mruby - A Fast and Memory-Efficient Web Server Extension Mechanism Using Scripting Language mruby for nginx,2023-11-17T20:24:24Z
